Lintang,Bujur,Tinggi_Ortometrik,FAA
-6.45600,106.50000,92.900,80.51060
-6.43000,106.55000,89.200,77.29079
-6.46100,106.64000,100.000,73.29200
-6.48500,106.68000,114.200,67.07165
-6.47800,106.72000,119.800,62.90214
-6.46000,106.79000,108.800,55.73914
-6.46500,106.85000,122.400,55.81730
-6.44800,106.99000,84.200,50.73548
-6.44700,107.03000,63.000,44.64003
-6.44400,107.06000,59.500,40.83970
-6.40600,106.68000,78.500,65.88767
-6.42200,106.71000,95.700,65.33804
-6.40800,106.93000,84.800,52.02283
-6.36300,106.68000,67.500,58.21791
-6.37100,106.70000,69.100,58.28299
-6.37900,106.94000,73.700,49.64414
-6.50300,107.13000,84.000,52.83283
-6.86900,106.77000,381.700,143.71299
-6.80800,107.12000,535.200,113.11790
-6.67700,107.03000,1150.900,163.07180
-6.75500,107.19000,350.100,85.27788
-6.80800,107.16000,370.300,85.31364
-6.86900,107.09000,546.300,120.53436
-6.49000,106.84000,139.200,59.18910
-6.89700,106.81000,464.100,153.20953
-6.85800,107.10000,509.000,114.80560
-6.44706,106.77862,114.700,58.11124
-6.43852,106.82233,107.000,59.69552
-6.45048,106.86931,109.300,57.66521
-6.39560,106.74290,88.200,61.45024
-6.39924,106.77855,85.700,57.79572
-6.39376,106.81491,85.400,53.60245
-6.39975,106.86161,90.000,50.15316
-6.40824,106.93547,84.000,51.92103
-6.35409,106.77565,68.500,54.37343
-6.43898,107.07382,63.600,39.61647
-6.44306,107.12771,56.200,37.06971
-6.43210,107.19227,34.300,47.65802
-6.38028,107.03599,59.300,43.22260
-6.39916,107.10090,53.600,36.03632
-6.39142,107.13329,54.200,37.04600
-6.37194,107.18200,52.800,43.89160
-6.34496,107.00593,43.700,41.27717
-6.34619,107.05393,43.000,36.92668
-6.34054,107.10197,35.100,36.40932
-6.35188,107.14072,33.500,40.14076
-6.33537,107.19145,24.500,37.47871
-6.29899,106.95898,35.500,41.66221
-6.30668,107.00296,29.900,34.72190
-6.30585,107.03811,30.300,33.43174
-6.30673,107.11250,29.400,36.15654
-6.30056,107.14508,28.200,36.89740
-6.32118,107.25414,14.600,36.32218
-6.25982,106.97084,17.900,35.10562
-6.26122,107.00405,18.700,32.05527
-6.25330,107.05399,13.200,31.46175
-6.25512,107.09616,12.800,33.38272
-6.26000,107.13873,17.600,35.46947
-6.25998,107.18289,11.400,36.94554
-6.25255,107.23409,10.800,34.07535
-6.26200,107.27217,12.200,34.32308
-6.20656,107.00340,13.800,32.47583
-6.21256,107.04650,10.800,32.14326
