Lintang,Bujur,Tinggi_Ort,CBA
-7.99994,110.60167,159.6,93.76964
-8.00072,110.65911,169.9,94.638341
-7.99779,110.69759,200,93.383257
-8.01761,110.7426,368,95.007242
-7.95207,110.18994,4.2,85.153504
-7.96901,110.25522,9.9,83.389863
-7.95656,110.30441,16.6,92.371142
-7.95193,110.39037,22.6,103.289893
-7.9783,110.43327,302.4,105.939131
-7.97663,110.47515,112.8,101.871441
-7.95757,110.52109,173.2,92.576818
-7.97125,110.56396,175,93.832929
-7.95388,110.60483,191.2,89.109138
-7.95654,110.66088,184,89.1449
-7.97535,110.76024,455.9,90.136213
-7.92295,110.1166,6.1,96.205415
-7.90288,110.15373,4.4,93.701459
-7.91744,110.19508,7.3,86.54203
-7.92827,110.25157,14.8,80.648998
-7.90028,110.29782,34.1,80.756992
-7.92607,110.34174,26,83.353796
-7.91978,110.38113,32.7,90.982205
-7.93139,110.41942,340.7,92.482647
-7.91953,110.46927,220.6,88.128841
-7.92188,110.52193,201.5,84.026193
-7.91359,110.55567,210.6,80.702834
-7.91944,110.59815,172.3,81.669015
-7.91803,110.6584,173.9,83.203934
-7.91588,110.68762,186.6,81.718687
-7.91619,110.74795,376.9,88.415698
-7.86969,110.06512,10.5,126.590131
-7.88564,110.11622,5.6,105.79893
-7.85861,110.15824,16.8,100.075744
-7.88217,110.20574,27.4,89.381499
-7.87469,110.25679,34.7,82.907841
-7.87241,110.30239,127.1,81.907729
-7.86322,110.33902,58.4,83.334246
-7.87388,110.38154,50.4,82.857787
-7.87411,110.41464,54,91.547497
-7.88259,110.45161,375.3,84.554195
-7.85772,110.51454,269.4,81.494553
-7.88047,110.57514,129.7,81.578747
-7.87133,110.60897,209,81.150799
-7.8583,110.64611,191.9,79.204979
-7.86429,110.68947,174.8,77.164808
-7.86586,110.74036,187.1,92.065807
-7.83077,110.06734,73.6,135.551268
-7.82488,110.12216,153.5,127.403655
-7.82336,110.15821,33.1,105.87379
-7.82986,110.20266,54,93.097213
-7.83207,110.25322,51.6,91.29968
-7.84065,110.29518,135.9,89.309048
-7.83703,110.33632,72.9,91.186662
-7.82292,110.39634,84.8,86.303588
-7.8291,110.43001,80.2,87.41448
-7.81505,110.48062,95,83.143504
-7.83537,110.52559,389.6,79.923736
-7.82555,110.5619,347.5,79.883999
-7.83391,110.60554,239,85.723138
-7.82441,110.67087,561,84.547207
-7.82212,110.69816,212.1,78.596713
-7.82335,110.74917,133.6,96.654684
-7.77862,110.11316,679.8,134.39969
-7.80254,110.16225,73,111.119736
-7.78226,110.21783,84.1,111.150398
-7.79929,110.24542,80.9,109.509078
-7.78301,110.29346,101.7,115.367672
-7.78717,110.33412,109.2,105.286776
-7.76915,110.43891,137.9,87.539009
-7.77131,110.48525,177.4,81.661923
-7.75218,110.12372,701.3,122.717636
-7.75313,110.20869,97.8,113.626874
-7.74568,110.24148,110.9,109.109778
-7.73754,110.29942,144.5,110.334602
-7.73416,110.34068,166.9,95.870078
-7.74446,110.38314,175.5,95.874761
